,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment
1759,Larry H,everything echo visualization,really nice integrated echo dot placing dot elsewhere muted mic dot required private area u play music everywhere echo play stream wander throughout house hear music many song get played lyric show like karaoke prime photo display home screen cycle several hundred weather show super nicely visually sound quality excellent could better high quality attached speaker tried camera related feature,5.0 out of 5 stars,"Reviewed in the United States on January 21, 2020",really nice integrated echo dot placing dot elsewhere muted mic dot required private area u play music everywhere echo play stream wander throughout house hear music many song get played lyric show like karaoke prime photo display home screen cycle several hundred weather show super nicely visually sound quality excellent could better high quality attached speaker tried camera related featureeverything echo visualization,0.7370847463607788,POSITIVE
1760,kteb_2001,another great alexa,like new show 8 lot sound great screen great drove little nut trying set bluetooth old way phone knowing setting onscreen took care hate try skill suggestion everything found far enhancement tall tube type echo thought echo dot included looking back amazon want make sure youre paying attention press button get one youre giving away show 8 buyer give everybody order show 8 dot bottom line best echo far want alexa buy one,5.0 out of 5 stars,"Reviewed in the United States on December 18, 2019",like new show 8 lot sound great screen great drove little nut trying set bluetooth old way phone knowing setting onscreen took care hate try skill suggestion everything found far enhancement tall tube type echo thought echo dot included looking back amazon want make sure youre paying attention press button get one youre giving away show 8 buyer give everybody order show 8 dot bottom line best echo far want alexa buy oneanother great alexa,0.9194678068161011,NEGATIVE
1761,BadgerGrad99,great quality sound easy set use,little device outstanding set minute half tech challenged sound quality really fantastic screen suggests different alexa skill fun useful device solid flimsy great screen quality since prime streaming selection endless prime music music selection even broader,5.0 out of 5 stars,"Reviewed in the United States on December 19, 2019",little device outstanding set minute half tech challenged sound quality really fantastic screen suggests different alexa skill fun useful device solid flimsy great screen quality since prime streaming selection endless prime music music selection even broadergreat quality sound easy set use,0.9980573058128357,POSITIVE
1762,Robert,helpful kitchen looking recipe playing music setting alarm,love product using kitchen convenient looking recipe read ingredient different one even watch video direction also love display word many song much like karaoke screen alarm option great setting timer cooking reviewer ordered standsbut dont find need spend money onepros useful kitchen looking recipe setting alarm playing musiccons none,5.0 out of 5 stars,"Reviewed in the United States on February 22, 2020",love product using kitchen convenient looking recipe read ingredient different one even watch video direction also love display word many song much like karaoke screen alarm option great setting timer cooking reviewer ordered standsbut dont find need spend money onepros useful kitchen looking recipe setting alarm playing musiccons nonehelpful kitchen looking recipe playing music setting alarm,0.9738734364509583,NEGATIVE
1763,Brussette ,responsive screenless dot,little lesser quality getting basic dot screen nice ive issue one chiming nothing said wake itll sometimes reboot take 3 minute reboot warning going shut least mine ive repeat couple time doesnt understand simple question asked many day specific date told didnt understand question twice,3.0 out of 5 stars,"Reviewed in the United States on August 17, 2020",little lesser quality getting basic dot screen nice ive issue one chiming nothing said wake itll sometimes reboot take 3 minute reboot warning going shut least mine ive repeat couple time doesnt understand simple question asked many day specific date told didnt understand question twiceresponsive screenless dot,0.9969466328620911,NEGATIVE
1764,LilaLager,like dislike,dislike clock bigger time ring motion display way get doesnt time go home like someone ring doorbell ask alexa go home integrated team would cool one skype anymore finally dislike apps light thermostat adding alexa dont like keep many apps best thermostat display button alexa app current tempo like size sound super great like show someone ring doorbell 10 second going home price super nice alexa great deal responding like timeout mode get screen go black based lighting room really love feature,5.0 out of 5 stars,"Reviewed in the United States on February 25, 2021",dislike clock bigger time ring motion display way get doesnt time go home like someone ring doorbell ask alexa go home integrated team would cool one skype anymore finally dislike apps light thermostat adding alexa dont like keep many apps best thermostat display button alexa app current tempo like size sound super great like show someone ring doorbell 10 second going home price super nice alexa great deal responding like timeout mode get screen go black based lighting room really love featurelike dislike,0.9638770222663879,NEGATIVE
1765,LilaLager,compatible walexa app iphone wont verbally play spotify,every amazon device compatible alexa app iphone one spent hour googling connection 30 minute phone wcustomer support find device doesnt work alexa app shouldnt customer service known kept phone 30 minute trying debug iti also tried play spotify using verbal command alexa telling connect spotify skill ive done play spotify alexa device echo show wont recognize spotify skill terrible,1.0 out of 5 stars,"Reviewed in the United States on August 7, 2020",every amazon device compatible alexa app iphone one spent hour googling connection 30 minute phone wcustomer support find device doesnt work alexa app shouldnt customer service known kept phone 30 minute trying debug iti also tried play spotify using verbal command alexa telling connect spotify skill ive done play spotify alexa device echo show wont recognize spotify skill terriblecompatible walexa app iphone wont verbally play spotify,0.9926568865776062,NEGATIVE
1766,johng,alexa getting know king,senior senior kid house useful feature time weather nice feature shopping list music older pop classical cooking guide watching tv rerun news sport result catching npr program general info eg wrote book plus wall st statsyet try movie cancelled audio book fit possible use use audio book drivingstill install apps said getting know youwhat learned alexa attentive accent attentive careful phrase command might go astraygerald earline walker,4.0 out of 5 stars,"Reviewed in the United States on February 14, 2020",senior senior kid house useful feature time weather nice feature shopping list music older pop classical cooking guide watching tv rerun news sport result catching npr program general info eg wrote book plus wall st statsyet try movie cancelled audio book fit possible use use audio book drivingstill install apps said getting know youwhat learned alexa attentive accent attentive careful phrase command might go astraygerald earline walkeralexa getting know king,0.9963952898979187,NEGATIVE
1767,ibphotoflashin,smart need,alexa great way play podcasts turn tv firestick play show want even opening proper app ie say play attack titan open hulu take spot left even tell turn tv however sorely lacking come youtube tell play exact video youtube want get found mean walk across room touch screen watch want wtf tell play something specific like everything else youtube play didnt ask list didnt want list even get say play first video list still get found play want 90 ask youtube issue fix download fix current alexas,3.0 out of 5 stars,"Reviewed in the United States on March 8, 2021",alexa great way play podcasts turn tv firestick play show want even opening proper app ie say play attack titan open hulu take spot left even tell turn tv however sorely lacking come youtube tell play exact video youtube want get found mean walk across room touch screen watch want wtf tell play something specific like everything else youtube play didnt ask list didnt want list even get say play first video list still get found play want 90 ask youtube issue fix download fix current alexassmart need,0.9980618357658386,NEGATIVE
1768,Dwayne,definitely recommend,dont television bedroom originally bought thinking would able watch netflix first disappointed playing around realized could get amazon prime movie show absolutely love purchased swivel stand take little space dresser useful time asking question weather watching program name im really happy purchase night definitely recommend,5.0 out of 5 stars,"Reviewed in the United States on June 18, 2020",dont television bedroom originally bought thinking would able watch netflix first disappointed playing around realized could get amazon prime movie show absolutely love purchased swivel stand take little space dresser useful time asking question weather watching program name im really happy purchase night definitely recommenddefinitely recommend,0.9968564510345459,POSITIVE
1769,Scott Anderson,calming presence,little windowontheworld sits breakfast bar watch drinking morning coffee enjoy news weather sure calming music every changing art piece calming effect im ready cook turn alexa around follow along written recipe video yjis gift didnt know needed wanted cant imagine without,5.0 out of 5 stars,"Reviewed in the United States on February 6, 2021",little windowontheworld sits breakfast bar watch drinking morning coffee enjoy news weather sure calming music every changing art piece calming effect im ready cook turn alexa around follow along written recipe video yjis gift didnt know needed wanted cant imagine withoutcalming presence,0.9620612263679504,POSITIVE
1770,Hawk,alexa need wake word ability create wake word,product great echo line device shortcoming area wake word limiting u several wake word option realistic home many echo device limitation wake word hear sometimes one two unit responding beeping heard wake word please give u wake word command better yet let u create wake word wake word stored like password alexa app case forget could manage device greater efficiency le confusion could create wake word device offered alexa thank,4.0 out of 5 stars,"Reviewed in the United States on April 5, 2021",product great echo line device shortcoming area wake word limiting u several wake word option realistic home many echo device limitation wake word hear sometimes one two unit responding beeping heard wake word please give u wake word command better yet let u create wake word wake word stored like password alexa app case forget could manage device greater efficiency le confusion could create wake word device offered alexa thankalexa need wake word ability create wake word,0.9966262578964233,NEGATIVE
1771,L. Killmer,act weird sometimes still amazing,sound quality touch screen display great doesnt seem integrate alexa system know asking well one sometimes ask play something direction play device play random alexa somewhere else house sometimes get phase doesnt go back super weird probably software related still worth purchasing,3.0 out of 5 stars,"Reviewed in the United States on March 2, 2020",sound quality touch screen display great doesnt seem integrate alexa system know asking well one sometimes ask play something direction play device play random alexa somewhere else house sometimes get phase doesnt go back super weird probably software related still worth purchasingact weird sometimes still amazing,0.9235429167747498,POSITIVE
1772,Amazon Customer,sound great,great addition kitchen typical alexa voice recognition get word wrong time timewe still automated feature bothering u time though alexa annoying salesperson every come something interestingwe wanted mostly better sound kitchen along interactive display recipe far good,5.0 out of 5 stars,"Reviewed in the United States on March 13, 2021",great addition kitchen typical alexa voice recognition get word wrong time timewe still automated feature bothering u time though alexa annoying salesperson every come something interestingwe wanted mostly better sound kitchen along interactive display recipe far goodsound great,0.9763326048851013,NEGATIVE
1773,Lock-N-Load,make life easier,worth every penny set breeze intuitive feature amazing use skype phone call integration smartphone make breeze also started convert home smart house alexander controlled smart bulb outlet slip found wyze product easiest integrate sent back another manufacturer outlet couldnt get work,5.0 out of 5 stars,"Reviewed in the United States on March 20, 2020",worth every penny set breeze intuitive feature amazing use skype phone call integration smartphone make breeze also started convert home smart house alexander controlled smart bulb outlet slip found wyze product easiest integrate sent back another manufacturer outlet couldnt get workmake life easier,0.976253092288971,NEGATIVE
1774,Jack R. Chappell,love echo show 8,could pleased purchase never mind fact snagged last one store outrageously low price point sound quality superb great bass clear midtones crisp sound large responsive touch screen decent camera video chat spying home away paired echo emersive studio surround sound experience,5.0 out of 5 stars,"Reviewed in the United States on January 20, 2022",could pleased purchase never mind fact snagged last one store outrageously low price point sound quality superb great bass clear midtones crisp sound large responsive touch screen decent camera video chat spying home away paired echo emersive studio surround sound experiencelove echo show 8,0.995919406414032,POSITIVE
1775,Sharks Bite 1,useful alexa tool flaw,enjoy alexa show lot several thing bug would give 5th star way turn display without asking alexa hears name turn right back need easy button turn leave keeping alexa distraction kid dinner always turn eat text size way big many headline show get cut cant figure missing either way make text size smaller hard figure sound quality lacking compared model integration picture collection great get limited number pic shuffle get old quickly ideally would shuffle entire photo collection,4.0 out of 5 stars,"Reviewed in the United States on March 9, 2021",enjoy alexa show lot several thing bug would give 5th star way turn display without asking alexa hears name turn right back need easy button turn leave keeping alexa distraction kid dinner always turn eat text size way big many headline show get cut cant figure missing either way make text size smaller hard figure sound quality lacking compared model integration picture collection great get limited number pic shuffle get old quickly ideally would shuffle entire photo collectionuseful alexa tool flaw,0.9987265467643738,NEGATIVE
1776,Nicole Lockamy,love echo show 8,love echo show know many people complain ad different skill running across bottom screen personally dont mind sometimes give idea thing try alexa love able pull recipe kitchen screensaver show photo amazon photo set couple month complaint 3 different alexa device considering getting another echo show upstairs cant say enough good thing echo device,5.0 out of 5 stars,"Reviewed in the United States on March 3, 2020",love echo show know many people complain ad different skill running across bottom screen personally dont mind sometimes give idea thing try alexa love able pull recipe kitchen screensaver show photo amazon photo set couple month complaint 3 different alexa device considering getting another echo show upstairs cant say enough good thing echo devicelove echo show 8,0.9883747100830078,NEGATIVE
1777,K. PRATT,handy gadget,got gift wife doesnt like invasion privacy amazon take bad good music kitchen fun used recipe time weather feature nice hooked motion sensitive camera plug still used considering putting sensor garage door leave open,5.0 out of 5 stars,"Reviewed in the United States on January 21, 2020",got gift wife doesnt like invasion privacy amazon take bad good music kitchen fun used recipe time weather feature nice hooked motion sensitive camera plug still used considering putting sensor garage door leave openhandy gadget,0.9809327125549316,NEGATIVE
1778,Sathy,thought,purchased thinking connect mom echo show like facetime account cant add contact show lyric song daughter like thats echo dot fine disappointed advertising product thinking connect anyone contact list echo show,2.0 out of 5 stars,"Reviewed in the United States on March 24, 2021",purchased thinking connect mom echo show like facetime account cant add contact show lyric song daughter like thats echo dot fine disappointed advertising product thinking connect anyone contact list echo showthought,0.9988563060760498,NEGATIVE
1779,Harold,nice screen,wouldnt bought already echo dot got gift im finding useful see thing like recipe shopping list however disappointed see see name song im playing sirius radio apps using app intuitive often go google find something think able,4.0 out of 5 stars,"Reviewed in the United States on January 18, 2021",wouldnt bought already echo dot got gift im finding useful see thing like recipe shopping list however disappointed see see name song im playing sirius radio apps using app intuitive often go google find something think ablenice screen,0.9966707825660706,NEGATIVE
1780,Alfred,wait buy,greatest addition household help information like current news weather also set timer show video creates shopping list also link alexa controlled device dot fire tv echo sale purchased value even list price highly recommend anyone use little help life,5.0 out of 5 stars,"Reviewed in the United States on February 6, 2022",greatest addition household help information like current news weather also set timer show video creates shopping list also link alexa controlled device dot fire tv echo sale purchased value even list price highly recommend anyone use little help lifewait buy,0.6247517466545105,NEGATIVE
1781,Alfred,sizesoundvideo good software still lacking,alexa show great idea keep camera dont need feature since phone use video feature recipe watching sport highlight one major flaw product voice recognition several alex product even though room alex show sometimes alex respond instead one closest need improved,3.0 out of 5 stars,"Reviewed in the United States on March 10, 2020",alexa show great idea keep camera dont need feature since phone use video feature recipe watching sport highlight one major flaw product voice recognition several alex product even though room alex show sometimes alex respond instead one closest need improvedsizesoundvideo good software still lacking,0.9959617257118225,NEGATIVE
1782,Jeff p,device keep family together,wow first thing state watching rio 2 device amazing picture resolution quality cooking bbq extravaganza family alexa helped multiple timer music melody rio movie think bbq would disaster understand pay electric bill time time haha alexa person id keep device payroll real talk didnt friday next movie quoting bbq good make wan na slap yo momma already would watching alexa cooking portion saturdaygreat investmentpyros jason r,4.0 out of 5 stars,"Reviewed in the United States on August 1, 2021",wow first thing state watching rio 2 device amazing picture resolution quality cooking bbq extravaganza family alexa helped multiple timer music melody rio movie think bbq would disaster understand pay electric bill time time haha alexa person id keep device payroll real talk didnt friday next movie quoting bbq good make wan na slap yo momma already would watching alexa cooking portion saturdaygreat investmentpyros jason rdevice keep family together,0.9130213260650635,NEGATIVE
1783,Chris1221,much old radio,looking replace bedside bose clock radio finding wanted read echo show pleased decision purchase itit extremely simple set request play radio station prefer listen play specific music dont worry reception sound great fun discovering new way play like much purchased one craft room,5.0 out of 5 stars,"Reviewed in the United States on March 24, 2021",looking replace bedside bose clock radio finding wanted read echo show pleased decision purchase itit extremely simple set request play radio station prefer listen play specific music dont worry reception sound great fun discovering new way play like much purchased one craft roommuch old radio,0.9719284176826477,NEGATIVE
1784,Double Duking It,need smart phone set 80 year old parent dont,didnt know 80 year old parent michigan needed smart phone set flip phone lot elder still live kansa due covid took time get someone connect wish knew needed smart phone would wasted money afford smart phone would want figure one age,1.0 out of 5 stars,"Reviewed in the United States on December 1, 2020",didnt know 80 year old parent michigan needed smart phone set flip phone lot elder still live kansa due covid took time get someone connect wish knew needed smart phone would wasted money afford smart phone would want figure one ageneed smart phone set 80 year old parent dont,0.9967066645622253,NEGATIVE
1785,dawn,almost perfect,havent explored feature home screen using slideshow amazon photo also time temperature showing upper left corner enjoy playing music lyric showing question answer shown screen easy see home screen customized several way thought 10inch show got sale havent regretted,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2019",havent explored feature home screen using slideshow amazon photo also time temperature showing upper left corner enjoy playing music lyric showing question answer shown screen easy see home screen customized several way thought 10inch show got sale havent regrettedalmost perfect,0.964836597442627,NEGATIVE
1786,Brad Stevens,barely work,scream head get thing even hear ridiculous time im wearing headphone dead silent house resetting timer turning alarm voice virtually impossible make setting timer hassle constantly giving reminder thing dont care like musician added amazon music service dont use thing probably buy im likely due purchase,1.0 out of 5 stars,"Reviewed in the United States on April 19, 2021",scream head get thing even hear ridiculous time im wearing headphone dead silent house resetting timer turning alarm voice virtually impossible make setting timer hassle constantly giving reminder thing dont care like musician added amazon music service dont use thing probably buy im likely due purchasebarely work,0.998741090297699,NEGATIVE
1787,Nancy M. Miklus,easy set use,love work great easy set screen quality awesome easy hear bought kitchen picture background love walking kitchen seeing photo display tried find recipe displayed several recipe asked also love hearing music seeing lyric work seamlessly alexa product,5.0 out of 5 stars,"Reviewed in the United States on December 4, 2019",love work great easy set screen quality awesome easy hear bought kitchen picture background love walking kitchen seeing photo display tried find recipe displayed several recipe asked also love hearing music seeing lyric work seamlessly alexa producteasy set use,0.9994139671325684,POSITIVE
1788,Rasheda Web,great sound,sound size remarkable great video call also like ongoing information provided like news weather etc another plus alexa integration one design aspect found bothersome angle screen wound placing object back unit raise rear screen angle le big deal future design change would allow adjustment viewing angle considered,5.0 out of 5 stars,"Reviewed in the United States on February 5, 2020",sound size remarkable great video call also like ongoing information provided like news weather etc another plus alexa integration one design aspect found bothersome angle screen wound placing object back unit raise rear screen angle le big deal future design change would allow adjustment viewing angle consideredgreat sound,0.9818173050880432,NEGATIVE
1789,Jae Mullis,good old nonshow echo,upgraded nonshow echo put spot one everything surprised much worse microphone hearing wake command interpreting speech im sure becuase mics show mics show inferior definitely decrease usefulness echo sound still good seemed better old echo wonder bc speaker placed,1.0 out of 5 stars,"Reviewed in the United States on July 30, 2020",upgraded nonshow echo put spot one everything surprised much worse microphone hearing wake command interpreting speech im sure becuase mics show mics show inferior definitely decrease usefulness echo sound still good seemed better old echo wonder bc speaker placedgood old nonshow echo,0.9979298114776611,NEGATIVE
1790,Stephen D. Glass,setting rigged work,news alert turned yet im still continually getting news alert mostly political obviously hand picked biased probably paid want keep seeing stuff appearing one device,2.0 out of 5 stars,"Reviewed in the United States on May 1, 2021",news alert turned yet im still continually getting news alert mostly political obviously hand picked biased probably paid want keep seeing stuff appearing one devicesetting rigged work,0.9968422651290894,NEGATIVE
1791,Miguel Garces,nice big screen,got show 8 upgrade show 5 kitchen 8 inch screen much easier read distance complaint cant use multiroom music connected bluetooth speaker start multiroom music bluetooth connection drop music play internal speaker contacted tech support confirmed design issue show 5other im happy purchase,4.0 out of 5 stars,"Reviewed in the United States on November 10, 2020",got show 8 upgrade show 5 kitchen 8 inch screen much easier read distance complaint cant use multiroom music connected bluetooth speaker start multiroom music bluetooth connection drop music play internal speaker contacted tech support confirmed design issue show 5other im happy purchasenice big screen,0.9773077964782715,NEGATIVE
1792,TeresaB,surprisingly fantastic,every amazon smart assistant device speaker never delved screenbased product hear amazon dont immediately think great screen deviceswhen first got product bit smaller expected cant complain size much given 100 set took three minute streamlined im rocking rollingthe main reason purchased help kitchen admittedly thought id able pull recipe wanted would go step thats case instead get subscription food network upside amazon currently giving free year subscription service free charged 40 year afterwards could worseotherwise pretty intuitive ai excellent speaker way better anticipated love love love device,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2020",every amazon smart assistant device speaker never delved screenbased product hear amazon dont immediately think great screen deviceswhen first got product bit smaller expected cant complain size much given 100 set took three minute streamlined im rocking rollingthe main reason purchased help kitchen admittedly thought id able pull recipe wanted would go step thats case instead get subscription food network upside amazon currently giving free year subscription service free charged 40 year afterwards could worseotherwise pretty intuitive ai excellent speaker way better anticipated love love love devicesurprisingly fantastic,0.9786061644554138,NEGATIVE
1793,Mark Padilla,great product didnt know needed,pretty well integrated echo one every bedroom basement kitchen look great kitchen call everyone dinner see door see feed blink video camera add item shopping list keep kid schedule remote learning reminder even bring recipe im cooking follow along shoot kid obnoxious put video keep entertained cook 1010 id buy especially priceoh yeah sound pretty darn good didnt buy speaker much screen speaker impressive size unit cost,5.0 out of 5 stars,"Reviewed in the United States on December 16, 2020",pretty well integrated echo one every bedroom basement kitchen look great kitchen call everyone dinner see door see feed blink video camera add item shopping list keep kid schedule remote learning reminder even bring recipe im cooking follow along shoot kid obnoxious put video keep entertained cook 1010 id buy especially priceoh yeah sound pretty darn good didnt buy speaker much screen speaker impressive size unit costgreat product didnt know needed,0.9596824049949646,POSITIVE
1794,Elizabeth Volpe,garbage im returning,echo dot kitchen paired bluetooth speaker mainly used listening music recently bought ring cam figured id replace echo dot echo show 8 wont play single song distorting badly disappointed quality product want gone returning garbage product asap one star,1.0 out of 5 stars,"Reviewed in the United States on January 19, 2022",echo dot kitchen paired bluetooth speaker mainly used listening music recently bought ring cam figured id replace echo dot echo show 8 wont play single song distorting badly disappointed quality product want gone returning garbage product asap one stargarbage im returning,0.9987180233001709,NEGATIVE
1795,Glenn Ruby,bought three,hoping come camera system allows local storage unit yet barrel paying cloud storage crap like wife quick look recipe display family picture also built outside socket five zone turn christmas display winter messing timer lot possibility unit amazon doesnt get greedy time tell,4.0 out of 5 stars,"Reviewed in the United States on January 1, 2020",hoping come camera system allows local storage unit yet barrel paying cloud storage crap like wife quick look recipe display family picture also built outside socket five zone turn christmas display winter messing timer lot possibility unit amazon doesnt get greedy time tellbought three,0.9967905879020691,NEGATIVE
1796,Amanda,life love,kid love thing purchased one kid deskroom use homework help cool tip ask alexa print graph paper video call work verifying pandemic school assignment listen music excellent sound quality also used alarm clock havent issue connection super easy use dont mind thetry stuff wouldnt learn much didnt recommend stuff,5.0 out of 5 stars,"Reviewed in the United States on March 16, 2021",kid love thing purchased one kid deskroom use homework help cool tip ask alexa print graph paper video call work verifying pandemic school assignment listen music excellent sound quality also used alarm clock havent issue connection super easy use dont mind thetry stuff wouldnt learn much didnt recommend stufflife love,0.59136962890625,NEGATIVE
1797,Keith B,listening customer,bought wife christmas disappointing wouldnt even power went check customer service deem unit defective replacement sent amazon look refurbished item happy doesnt matter wouldnt power either called customer service explained could cord send unit cord replacement checking send new cord could send replacement unit cord said good sending another unit cord defective response well option refund really wanted like wife excited use lack effort lack common sense involved guess take money back spend somewhere else unfortunately speak unit work two wont even power,1.0 out of 5 stars,"Reviewed in the United States on January 2, 2021",bought wife christmas disappointing wouldnt even power went check customer service deem unit defective replacement sent amazon look refurbished item happy doesnt matter wouldnt power either called customer service explained could cord send unit cord replacement checking send new cord could send replacement unit cord said good sending another unit cord defective response well option refund really wanted like wife excited use lack effort lack common sense involved guess take money back spend somewhere else unfortunately speak unit work two wont even powerlistening customer,0.9988490343093872,NEGATIVE
1798,luvmykindle,love,love able drop visit sister niece quilters echo show device set sewing room sew visit together even though mile apart could facetime use platform communication love showsbeing able listen great music sing along display word fun yesterday even watched movie sewing great little device thinking getting one,5.0 out of 5 stars,"Reviewed in the United States on January 18, 2021",love able drop visit sister niece quilters echo show device set sewing room sew visit together even though mile apart could facetime use platform communication love showsbeing able listen great music sing along display word fun yesterday even watched movie sewing great little device thinking getting onelove,0.9158039093017578,POSITIVE
1799,Rosemary J. Torres,sound horrible music hd hit nose,close shopping back hate speaker horrible playing music echo replacing show big mistake sound quality talking great want use music speaker dont count ive messed setting nothing make better far hd quality awesome definitely get 5 star im music lover expected good quality speaker quite cant wait release one premium audio im list one im praying doesnt disappoint,3.0 out of 5 stars,"Reviewed in the United States on January 1, 2021",close shopping back hate speaker horrible playing music echo replacing show big mistake sound quality talking great want use music speaker dont count ive messed setting nothing make better far hd quality awesome definitely get 5 star im music lover expected good quality speaker quite cant wait release one premium audio im list one im praying doesnt disappointsound horrible music hd hit nose,0.991662859916687,NEGATIVE
1800,Arthur Sulander,video calling doesnt work,bought daughter could video call mom shes kid doesnt phone love talk grandma quite technologically savvy fluent husband software engineer yes set correctly however video calling work one answer question get working properly everyone want focus wrong set instead device issue show 8,1.0 out of 5 stars,"Reviewed in the United States on August 18, 2020",bought daughter could video call mom shes kid doesnt phone love talk grandma quite technologically savvy fluent husband software engineer yes set correctly however video calling work one answer question get working properly everyone want focus wrong set instead device issue show 8video calling doesnt work,0.9966819882392883,NEGATIVE
1801,Margaret1411,easiest set ever,echo show 5 7 8 eight outstanding set dream work great ring doorbell let know someone door ask see front door echo show 8 switch front door camera app improvement show 5 7 let know someone course must install ring skill work like dream,5.0 out of 5 stars,"Reviewed in the United States on February 11, 2020",echo show 5 7 8 eight outstanding set dream work great ring doorbell let know someone door ask see front door echo show 8 switch front door camera app improvement show 5 7 let know someone course must install ring skill work like dreameasiest set ever,0.992845356464386,POSITIVE
1802,Alice Jenkins,pretty good,first time trying work sometimes might lag bit using touch screen voice recognition pretty good stuff connected alexa useful also option changing wake word great echo much better alexa one small issue might one time restarted sure crash happened,4.0 out of 5 stars,"Reviewed in the United States on December 11, 2021",first time trying work sometimes might lag bit using touch screen voice recognition pretty good stuff connected alexa useful also option changing wake word great echo much better alexa one small issue might one time restarted sure crash happenedpretty good,0.880861222743988,NEGATIVE
1803,T. McCool,bomb,absolutely love much initially bought 5 loved much ordered 8 watch movie listen music im kitchen syncs ring camera doorbell connection quicker ring app unlocklock ur car roll window start really feel like need another one 10 amazon yall want send one id happy recieve review getyouoneppl,5.0 out of 5 stars,"Reviewed in the United States on August 5, 2021",absolutely love much initially bought 5 loved much ordered 8 watch movie listen music im kitchen syncs ring camera doorbell connection quicker ring app unlocklock ur car roll window start really feel like need another one 10 amazon yall want send one id happy recieve review getyouonepplbomb,0.9719845652580261,NEGATIVE
1804,KatieBehave,im still getting familiar echo,like asking question investigate answer also love listen natural nature sound watching nature video tv sometimes ask listing sound enjoyed previous hour previous day alexa doesnt seem understand say although write asked brings something different say doesnt know frustrating wish go back button could keep going back find one played hour ago problem many selection play ocean sound forest sound etc tried one game offered enjoyed im sure get familiar echo keep working,5.0 out of 5 stars,"Reviewed in the United States on February 27, 2021",like asking question investigate answer also love listen natural nature sound watching nature video tv sometimes ask listing sound enjoyed previous hour previous day alexa doesnt seem understand say although write asked brings something different say doesnt know frustrating wish go back button could keep going back find one played hour ago problem many selection play ocean sound forest sound etc tried one game offered enjoyed im sure get familiar echo keep workingim still getting familiar echo,0.5901276469230652,POSITIVE
1805,Mike L.,expecting better sound quality,screen clear interface alexa fine took link ring doorbell would great rechargeable battery unplug put kitchen counter cooking would also great improvement set dock plugged wall 8 inch definitely better 5 inch worth price difference serving good purpose smart home wish sound better quality bose merge echo would winner would order two,4.0 out of 5 stars,"Reviewed in the United States on November 8, 2020",screen clear interface alexa fine took link ring doorbell would great rechargeable battery unplug put kitchen counter cooking would also great improvement set dock plugged wall 8 inch definitely better 5 inch worth price difference serving good purpose smart home wish sound better quality bose merge echo would winner would order twoexpecting better sound quality,0.9735904335975647,NEGATIVE
1806,o297o,love new gadget,placed echo kitchen first time screen love ability use recipe news lyric amazon music love touch screen still learning thing 2nd echo dot would like detailed instruction amazon skill apps learning go would buy,5.0 out of 5 stars,"Reviewed in the United States on January 7, 2020",placed echo kitchen first time screen love ability use recipe news lyric amazon music love touch screen still learning thing 2nd echo dot would like detailed instruction amazon skill apps learning go would buylove new gadget,0.9386484026908875,POSITIVE
1807,Gregg  and Mary Kessling,worth upgrade,looking replacement dot price point difference 5 8 significant brainer point agreed placement setting easy quick literally took couple minute plugged answered question go connected wyze cam screen clear see across room fiance favorite part shes listening music lyric shown screen sing along like karaoke,4.0 out of 5 stars,"Reviewed in the United States on June 22, 2020",looking replacement dot price point difference 5 8 significant brainer point agreed placement setting easy quick literally took couple minute plugged answered question go connected wyze cam screen clear see across room fiance favorite part shes listening music lyric shown screen sing along like karaokeworth upgrade,0.9943894743919373,NEGATIVE
1808,Mi K,tiny clock,know amazon released large version echo without large clock would like able read time without squinting amazon change easy fix software feature remove 1 star review,1.0 out of 5 stars,"Reviewed in the United States on February 5, 2020",know amazon released large version echo without large clock would like able read time without squinting amazon change easy fix software feature remove 1 star reviewtiny clock,0.9980954527854919,NEGATIVE
1809,berni,echo show 8 still new,learning curve alexa echo dot sister older model 80 yr old mom figured call still learning mode anyone tip please share sound quality 8 really good music news seems delay call sound also sometimes echo dot want answer show ended communication dot seems revert back still learning,4.0 out of 5 stars,"Reviewed in the United States on January 8, 2020",learning curve alexa echo dot sister older model 80 yr old mom figured call still learning mode anyone tip please share sound quality 8 really good music news seems delay call sound also sometimes echo dot want answer show ended communication dot seems revert back still learningecho show 8 still new,0.945507287979126,NEGATIVE
1810,CAD,amazon smart home product garbage,ive several alexa product home several year significant improvement reliability software 999 skill utter garbage frequently refuse stop playing put unplugging way stop randomly respond nothing constantly promote thing im interested somewhat reliable function using timer seen ignore request set one amazon seemingly interest improving software frankly complete garbage,1.0 out of 5 stars,"Reviewed in the United States on February 28, 2020",ive several alexa product home several year significant improvement reliability software 999 skill utter garbage frequently refuse stop playing put unplugging way stop randomly respond nothing constantly promote thing im interested somewhat reliable function using timer seen ignore request set one amazon seemingly interest improving software frankly complete garbageamazon smart home product garbage,0.9985666871070862,NEGATIVE
